,Jugador,POS,Equipo,Cotización,CG,AcG,PrG,CT,AcT,PrT,GT,GJ,GC,TL,GP,GV,GO,GR,GE,VF,VI,TA,TR,PE,PA,Fecha,Puntaje
18230,"Ibáñez, César",DEF,Huracán,$ 3.000.000,9,44,"4,89",12,58,"4,83",0,0,0,0,0,0,0,,0,0,5,5,0,0,,18,
18231,"Lescano, Leandro",DEF,Huracán,$ 300.000,4,36,"9,00",4,36,"9,00",1,0,1,0,0,1,0,,0,0,4,1,0,0,,18,
18232,"Nervo, Hugo Martín",DEF,Huracán,$ 2.500.000,5,47,"9,40",5,47,"9,40",1,0,1,0,0,1,0,,0,1,4,1,0,0,,18,
18233,"Paz, Nehuén",DEF,Huracán,$ 2.600.000,7,41,"5,86",10,57,"5,70",0,0,0,0,0,0,0,,0,0,4,0,0,0,,18,
18234,"Pereyra, Fabio",DEF,Huracán,$ 2.700.000,11,56,"5,09",14,86,"6,14",1,0,1,0,0,1,0,,0,0,7,2,1,0,,18,
18235,"Samaniego, Natanael",DEF,Huracán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18236,"Zabala, Daniel",DEF,Huracán,$ 1.300.000,,,,,,,,,,,,,,,,,,,,,,18,
18237,"Alanís, Gabriel",VOL,Huracán,$ 2.000.000,3,16,"5,33",4,20,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18238,"Babino, Luca",VOL,Huracán,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18239,"Gil, Leonardo",VOL,Huracán,$ 2.700.000,10,66,"6,60",13,79,"6,08",1,1,0,0,0,1,0,,0,1,,2,0,0,,18,
18240,"Miljevic, Matko",VOL,Huracán,$ 5.200.000,11,68,"6,18",14,96,"6,86",2,2,0,0,0,1,0,,0,2,,3,0,0,,18,
18241,"Mora, Lautaro",VOL,Huracán,$ 300.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18242,"Ojeda, Emmanuel",VOL,Huracán,$ 2.300.000,9,46,"5,11",9,46,"5,11",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18243,"Pérez, Leonel",VOL,Huracán,$ 2.400.000,6,36,"6,00",9,52,"5,78",0,0,0,0,0,0,0,,0,1,,1,0,0,,18,
18244,"Waller, Facundo",VOL,Huracán,$ 1.000.000,5,25,"5,00",5,25,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18245,"Ábila, Ramón",DEL,Huracán,$ 2.800.000,2,9,"4,50",3,11,"3,67",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18246,"Bisanz, Juan Francisco",DEL,Huracán,$ 2.500.000,12,59,"4,92",15,74,"4,93",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18247,"Cabral, Rodrigo",DEL,Huracán,$ 2.000.000,6,27,"4,50",8,35,"4,38",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18248,"Giménez, Luciano",DEL,Huracán,$ 2.000.000,10,54,"5,40",10,54,"5,40",2,1,1,0,0,1,0,,0,1,,1,1,0,,18,
18249,"Peralta, Thaiel",DEL,Huracán,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18250,"Ramírez, Eric",DEL,Huracán,$ 1.600.000,5,20,"4,00",7,29,"4,14",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18251,"Sequeira, Leonardo",DEL,Huracán,$ 2.800.000,6,27,"4,50",8,27,"3,38",0,0,0,0,0,0,0,,0,0,,0,1,1,,18,
18252,"Tissera, Matías",DEL,Huracán,$ 3.200.000,1,3,"3,00",2,8,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18253,"Urzi, Agustín",DEL,Huracán,$ 2.600.000,8,53,"6,63",10,59,"5,90",1,1,0,0,0,0,1,,0,1,,1,0,0,,18,
18254,Estadísticas totales de Huracán:,,,$ 63.300.000,160,917,"5,73",198,1106,"5,59",9,5,4,0,0,6,1,14,0,8,47,30,3,1,0,18,
18255,"Blázquez, Joaquín",ARQ,Independiente,$ 900.000,,,,,,,,,,,,,,,,,,,,,,18,
18256,"Lavagnino, Lucas",ARQ,Independiente,$ 800.000,,,,,,,,,,,,,,,,,,,,,,18,
18257,"Morro, Mateo",ARQ,Independiente,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18258,"Rey, Rodrigo",ARQ,Independiente,$ 5.000.000,12,80,"6,67",15,90,"6,00",0,0,0,0,0,0,0,13,0,1,6,0,0,0,0,18,
18259,"De Irastorza, Jonathan",DEF,Independiente,$ 300.000,4,22,"5,50",5,27,"5,40",0,0,0,0,0,0,0,,0,0,3,2,0,0,,18,
18260,"Freire, Nicolás",DEF,Independiente,$ 2.500.000,2,16,"8,00",5,36,"7,20",1,0,1,0,0,0,0,,0,0,4,1,0,0,,18,
18261,"Godoy, Leonardo",DEF,Independiente,$ 2.800.000,6,39,"6,50",9,52,"5,78",0,0,0,0,0,0,0,,0,0,6,3,0,0,,18,
18262,"Lomónaco, Kevin",DEF,Independiente,$ 6.300.000,11,70,"6,36",14,84,"6,00",0,0,0,0,0,0,0,,0,1,6,2,1,0,,18,
18263,"Loyola, Felipe",DEF,Independiente,$ 4.200.000,10,89,"8,90",13,115,"8,85",4,0,3,0,1,2,0,,0,1,7,4,0,0,,18,
18264,"Paredes, Franco",DEF,Independiente,$ 1.500.000,4,18,"4,50",4,18,"4,50",0,0,0,0,0,0,0,,0,0,2,1,1,0,,18,
18265,"Valdéz, Sebastián",DEF,Independiente,$ 1.400.000,9,51,"5,67",9,51,"5,67",0,0,0,0,0,0,0,,0,0,4,2,0,0,,18,
18266,"Valenzuela, Milton",DEF,Independiente,$ 1.900.000,2,9,"4,50",3,16,"5,33",0,0,0,0,0,0,0,,0,0,4,1,0,0,,18,
18267,"Vera, Federico",DEF,Independiente,$ 2.800.000,8,43,"5,38",9,47,"5,22",0,0,0,0,0,0,0,,0,0,3,1,0,0,,18,
18268,"Zabala, Facundo",DEF,Independiente,$ 2.600.000,9,47,"5,22",10,52,"5,20",0,0,0,0,0,0,0,,0,0,5,2,0,0,,18,
18269,"Cabral, Luciano",VOL,Independiente,$ 2.000.000,10,51,"5,10",13,64,"4,92",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18270,"Fernández, Rodrigo",VOL,Independiente,$ 1.800.000,10,45,"4,50",11,45,"4,09",0,0,0,0,0,0,0,,0,0,,4,1,0,,18,
18271,"Galdames, Pablo",VOL,Independiente,$ 2.300.000,6,23,"3,83",8,34,"4,25",0,0,0,0,0,0,0,,0,0,,0,0,1,,18,
18272,"Mancuello, Federico",VOL,Independiente,$ 3.200.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18273,"Marcone, Iván",VOL,Independiente,$ 4.000.000,5,24,"4,80",8,36,"4,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18274,"Medina, Joel",VOL,Independiente,$ 500.000,,,,,,,,,,,,,,,,,,,,,,18,
18275,"Millán, Lautaro",VOL,Independiente,$ 800.000,6,42,"7,00",6,42,"7,00",1,1,0,0,0,0,0,,0,1,,0,0,0,,18,
18276,"Parmo, Tomás",VOL,Independiente,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18277,"Pérez Curci, Mateo",VOL,Independiente,$ 500.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18278,"Abaldo, Matías",DEL,Independiente,$ 2.000.000,12,65,"5,42",12,65,"5,42",1,1,0,0,0,0,0,,0,0,,0,0,0,,18,
18279,"Ávalos, Gabriel",DEL,Independiente,$ 6.100.000,9,44,"4,89",12,62,"5,17",3,3,0,0,0,1,0,,0,0,,2,0,1,,18,
18280,"Hidalgo, Santiago",DEL,Independiente,$ 600.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18281,"Mazzantti, Walter",DEL,Independiente,$ 5.600.000,6,21,"3,50",9,35,"3,89",0,0,0,0,0,0,0,,0,0,,3,0,0,,18,
18282,"Montiel, Santiago",DEL,Independiente,$ 4.300.000,9,65,"7,22",12,79,"6,58",2,1,0,0,1,2,1,,0,1,,2,1,0,,18,
18283,"Pussetto, Ignacio",DEL,Independiente,$ 4.600.000,6,19,"3,17",7,22,"3,14",0,0,0,0,0,0,0,,0,0,,4,0,0,,18,
18284,"Taborda, Enzo",DEL,Independiente,$ 700.000,1,6,"6,00",1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18285,"Tarzia, Diego",DEL,Independiente,$ 1.800.000,5,23,"4,60",6,28,"4,67",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18286,Estadísticas totales de Independiente:,,,$ 74.400.000,164,921,"5,62",203,1115,"5,49",12,6,4,0,2,5,1,13,0,5,50,36,4,2,0,18,
18287,"Bolcato, Nicolás",ARQ,Ind. Rivadavia,$ 300.000,1,11,"11,00",1,11,"11,00",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,
18288,"Centurión, Ezequiel",ARQ,Ind. Rivadavia,$ 2.800.000,10,52,"5,20",13,73,"5,62",0,0,0,0,0,0,0,14,0,1,5,3,0,0,0,18,
18289,"Lastra, Agustín",ARQ,Ind. Rivadavia,$ 700.000,1,2,"2,00",1,2,"2,00",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,
18290,"Marinelli, Gonzalo",ARQ,Ind. Rivadavia,$ 1.900.000,,,,,,,,,,,,,,,,,,,,,,18,
18291,"Abecasis, Luciano",DEF,Ind. Rivadavia,$ 1.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,18,
18292,"Bonifacio, Ezequiel",DEF,Ind. Rivadavia,$ 1.000.000,8,47,"5,88",8,47,"5,88",0,0,0,0,0,0,0,,0,0,7,1,0,0,,18,
18293,"Costa, Leonard",DEF,Ind. Rivadavia,$ 800.000,7,32,"4,57",7,32,"4,57",0,0,0,0,0,0,0,,0,0,3,1,2,0,,18,
18294,"Flores, Santiago",DEF,Ind. Rivadavia,$ 1.500.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,0,0,0,0,,18,
18295,"Gómez, Luciano",DEF,Ind. Rivadavia,$ 800.000,11,62,"5,64",14,82,"5,86",0,0,0,0,0,0,0,,0,0,8,4,0,0,,18,
18296,"Ortega, Thomas",DEF,Ind. Rivadavia,$ 1.000.000,4,18,"4,50",7,40,"5,71",0,0,0,0,0,0,0,,0,0,6,2,0,0,,18,
18297,"Osella, Alejo",DEF,Ind. Rivadavia,$ 500.000,6,40,"6,67",6,40,"6,67",0,0,0,0,0,0,0,,0,0,6,0,0,0,,18,
18298,"Peinipil, Mauro",DEF,Ind. Rivadavia,$ 600.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,3,1,0,0,,18,
18299,"Rodríguez, Laureano",DEF,Ind. Rivadavia,$ 400.000,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,18,
18300,"Souto, Pedro",DEF,Ind. Rivadavia,$ 700.000,4,17,"4,25",6,33,"5,50",0,0,0,0,0,0,0,,0,0,5,2,0,0,,18,
18301,"Studer, Sheyko",DEF,Ind. Rivadavia,$ 2.800.000,10,50,"5,00",13,76,"5,85",1,0,1,0,0,0,0,,0,0,5,7,0,0,,18,
18302,"Valenti, Matías",DEF,Ind. Rivadavia,$ 500.000,1,4,"4,00",2,9,"4,50",0,0,0,0,0,0,0,,0,0,0,0,0,0,,18,
18303,"Villalba, Iván",DEF,Ind. Rivadavia,$ 500.000,9,48,"5,33",12,64,"5,33",0,0,0,0,0,0,0,,1,0,5,3,0,0,,18,
18304,"Amarfil, Maximiliano",VOL,Ind. Rivadavia,$ 900.000,12,76,"6,33",15,91,"6,07",1,1,0,0,0,1,0,,0,1,,2,0,0,,18,
18305,"Bottari, Tomás",VOL,Ind. Rivadavia,$ 1.800.000,10,42,"4,20",13,63,"4,85",0,0,0,0,0,0,0,,1,1,,1,1,0,,18,
18306,"Bucca, Leonel",VOL,Ind. Rivadavia,$ 900.000,1,5,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18307,"Cardillo, Mauricio",VOL,Ind. Rivadavia,$ 1.100.000,6,29,"4,83",7,29,"4,14",0,0,0,0,0,0,0,,0,0,,0,2,0,,18,
18308,"Muro, Tomás",VOL,Ind. Rivadavia,$ 1.000.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18309,"Tonetto, Diego",VOL,Ind. Rivadavia,$ 600.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18310,"Arce, Alex",DEL,Ind. Rivadavia,$ 3.700.000,6,44,"7,33",9,66,"7,33",3,1,2,0,0,3,0,,0,1,,2,0,0,,18,
18311,"Barbieri, Juan Ignacio",DEL,Ind. Rivadavia,$ 1.300.000,3,16,"5,33",3,16,"5,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18312,"Bergara, Matías",DEL,Ind. Rivadavia,$ 700.000,1,6,"6,00",1,6,"6,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18313,"Fernández, Matías",DEL,Ind. Rivadavia,$ 1.000.000,11,62,"5,64",11,62,"5,64",1,1,0,0,0,0,0,,0,1,,5,0,0,,18,
18314,"Muñoz Gómez, Santiago",DEL,Ind. Rivadavia,$ 500.000,,,,,,,1,1,0,0,0,0,0,,0,0,,0,0,0,,18,
18315,"Ramis, Victorio",DEL,Ind. Rivadavia,$ 1.500.000,,,,,,,,,,,,,,,,,,,,,,18,
18316,"Retamar, Nicolás",DEL,Ind. Rivadavia,$ 2.000.000,9,42,"4,67",12,77,"6,42",2,1,1,0,0,2,0,,0,1,,2,0,0,,18,
18317,"Sartori, Fabrizio",DEL,Ind. Rivadavia,$ 900.000,10,56,"5,60",11,61,"5,55",1,1,0,0,0,0,0,,0,0,,1,0,0,,18,
18318,"Villa, Sebastián",DEL,Ind. Rivadavia,$ 6.600.000,11,60,"5,45",14,78,"5,57",1,0,0,0,1,1,0,,0,0,,3,1,0,,18,
18319,Estadísticas totales de Independiente Rivadavia:,,,$ 42.300.000,156,838,"5,37",192,1085,"5,65",11,6,4,0,1,7,0,17,2,6,56,42,6,0,0,18,
18320,"Papaleo, Joaquín",ARQ,Instituto,$ 1.000.000,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,
18321,"Roffo, Manuel",ARQ,Instituto,$ 2.000.000,12,66,"5,50",15,83,"5,53",0,0,0,0,0,0,0,17,0,0,7,1,0,0,0,18,
18322,"Sittaro, Emanuel",ARQ,Instituto,$ 400.000,,,,,,,,,,,,,,,,,,,,,,18,
18323,"Alarcón, Fernando",DEF,Instituto,$ 3.500.000,11,64,"5,82",14,81,"5,79",0,0,0,0,0,0,0,,0,1,7,3,1,0,,18,
18324,"Beltrán, Emanuel",DEF,Instituto,$ 900.000,8,51,"6,38",8,51,"6,38",0,0,0,0,0,0,0,,0,0,4,1,0,0,,18,
18325,"Bravo, Agustín",DEF,Instituto,$ 900.000,,,,,,,,,,,,,,,,,,,,,,18,
18326,"Franco, Juan José",DEF,Instituto,$ 2.100.000,4,18,"4,50",7,34,"4,86",0,0,0,0,0,0,0,,0,0,3,4,0,0,,18,
18327,"Mosevich, Leonel",DEF,Instituto,$ 1.000.000,9,45,"5,00",9,45,"5,00",0,0,0,0,0,0,0,,0,0,5,4,0,0,,18,
18328,"Pereyra, Elías",DEF,Instituto,$ 1.200.000,7,35,"5,00",10,51,"5,10",0,0,0,0,0,0,0,,0,0,6,3,0,0,,18,
18329,"Requena, Gonzalo",DEF,Instituto,$ 900.000,2,8,"4,00",5,22,"4,40",0,0,0,0,0,0,0,,0,0,2,3,0,0,,18,
18330,"Rodríguez, Lucas",DEF,Instituto,$ 2.300.000,7,44,"6,29",7,44,"6,29",0,0,0,0,0,0,0,,0,0,6,0,0,0,,18,
18331,"Zalazar, Nicolás",DEF,Instituto,$ 900.000,10,64,"6,40",10,64,"6,40",0,0,0,0,0,0,0,,0,1,6,1,0,0,,18,
18332,"Acevedo, Jonás",VOL,Instituto,$ 2.300.000,6,25,"4,17",8,34,"4,25",0,0,0,0,0,0,0,,0,0,,2,0,0,,18,
18333,"Albarracín, Lorenzo",VOL,Instituto,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18334,"Díaz, Franco",VOL,Instituto,$ 1.000.000,,,,2,9,"4,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18335,"Gallardo, Matías",VOL,Instituto,$ 800.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18336,"Lodico, Gastón",VOL,Instituto,$ 3.600.000,12,75,"6,25",15,96,"6,40",2,1,0,0,1,0,0,,0,1,,1,0,0,,18,
18337,"Luna, Alex",VOL,Instituto,$ 1.900.000,12,79,"6,58",14,100,"7,14",3,1,1,0,1,2,0,,0,3,,4,0,0,,18,
18338,"Mac Allister, Francis",VOL,Instituto,$ 1.900.000,2,7,"3,50",4,9,"2,25",0,0,0,0,0,0,0,,0,0,,2,1,0,,18,
18339,"Medina, Joaquín",VOL,Instituto,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18340,"Méndez, Juan Ignacio",VOL,Instituto,$ 2.100.000,7,27,"3,86",7,27,"3,86",0,0,0,0,0,0,0,,0,0,,3,0,0,,18,
18341,"Moreyra, Stefano",VOL,Instituto,$ 600.000,11,56,"5,09",14,68,"4,86",1,1,0,0,0,1,0,,0,0,,6,0,0,,18,
18342,"Puebla, Damián",VOL,Instituto,$ 2.000.000,6,36,"6,00",9,52,"5,78",1,1,0,0,0,0,0,,0,1,,2,0,0,,18,
18343,"Cordero, Nicolás",DEL,Instituto,$ 1.900.000,3,13,"4,33",5,24,"4,80",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18344,"Córdoba, Jhon Emerson",DEL,Instituto,$ 1.300.000,8,49,"6,13",9,54,"6,00",2,1,1,0,0,0,0,,0,0,,1,0,0,,18,
18345,"Fonseca, Matías",DEL,Instituto,$ 900.000,6,30,"5,00",9,44,"4,89",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18346,"Klimowicz, Luca",DEL,Instituto,$ 800.000,6,29,"4,83",6,29,"4,83",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18347,"Klimowicz, Matías",DEL,Instituto,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18348,"Lázaro, Jeremías",DEL,Instituto,$ 300.000,3,15,"5,00",4,21,"5,25",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18349,"Romero, Juan Manuel",DEL,Instituto,$ 800.000,6,25,"4,17",8,34,"4,25",0,0,0,0,0,0,0,,0,0,,2,0,0,,18,
18350,"Suárez, Facundo",DEL,Instituto,$ 2.000.000,,,,,,,,,,,,,,,,,,,,,,18,
18351,Estadísticas totales de Instituto:,,,$ 42.200.000,161,875,"5,43",202,1090,"5,40",9,5,2,0,2,3,0,17,0,7,46,44,2,0,0,18,
18352,"Calderari, Gustavo",ARQ,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18353,"Losada, Nahuel",ARQ,Lanús,$ 3.000.000,12,90,"7,50",15,106,"7,07",0,0,0,0,0,0,0,10,0,3,6,1,0,0,0,18,
18354,"Morales, Lautaro",ARQ,Lanús,$ 1.600.000,1,2,"2,00",1,2,"2,00",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,
18355,"Acosta, Fabricio",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18356,"Aguilar, Brian",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18357,"Balbuena, Axel",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18358,"Brito, Elías",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18359,"Canale, José María",DEF,Lanús,$ 1.800.000,9,90,"10,00",9,90,"10,00",3,2,1,0,0,1,0,,0,1,3,1,0,0,,18,
18360,"Dejesús, Ronaldo",DEF,Lanús,$ 1.200.000,,,,2,10,"5,00",0,0,0,0,0,0,0,,0,0,1,1,0,0,,18,
18361,"Izquierdoz, Carlos",DEF,Lanús,$ 5.000.000,8,49,"6,13",10,57,"5,70",0,0,0,0,0,0,0,,0,0,4,0,1,0,,18,
18362,"Marcich, Sasha",DEF,Lanús,$ 2.200.000,9,68,"7,56",12,86,"7,17",1,1,0,0,0,0,0,,0,0,8,1,0,0,,18,
18363,"Méndez, Armando",DEF,Lanús,$ 3.500.000,4,23,"5,75",6,32,"5,33",0,0,0,0,0,0,0,,0,0,3,1,0,0,,18,
18364,"Morgantini, Nicolás",DEF,Lanús,$ 1.800.000,5,30,"6,00",5,30,"6,00",0,0,0,0,0,0,0,,0,0,3,1,0,0,,18,
18365,"Muñoz, Ezequiel",DEF,Lanús,$ 2.500.000,6,38,"6,33",8,51,"6,38",0,0,0,0,0,0,0,,0,0,9,1,0,0,,18,
18366,"Ontivero, Octavio",DEF,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18367,"Pérez, Gonzalo",DEF,Lanús,$ 1.500.000,9,52,"5,78",10,59,"5,90",0,0,0,0,0,0,0,,0,0,7,1,0,0,,18,
18368,"Quiroz, Tobías",DEF,Lanús,$ 300.000,1,3,"3,00",1,3,"3,00",0,0,0,0,0,0,0,,0,0,0,1,0,0,,18,
18369,"Romero, Luciano",DEF,Lanús,$ 300.000,3,15,"5,00",3,15,"5,00",0,0,0,0,0,0,0,,0,0,1,1,0,0,,18,
18370,"Cardozo, Agustín",VOL,Lanús,$ 2.600.000,11,61,"5,55",14,76,"5,43",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18371,"Carrera, Ramiro",VOL,Lanús,$ 2.000.000,5,23,"4,60",8,35,"4,38",0,0,0,0,0,0,0,,0,0,,4,0,0,,18,
18372,"Gerez, Mariano",VOL,Lanús,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18373,"Loaiza, Raúl",VOL,Lanús,$ 3.000.000,,,,,,,,,,,,,,,,,,,,,,18,
18374,"Medina, Agustín",VOL,Lanús,$ 300.000,8,36,"4,50",10,47,"4,70",0,0,0,0,0,0,0,,0,0,,3,0,0,,18,
18375,"Moreno, Marcelino",VOL,Lanús,$ 4.900.000,7,44,"6,29",9,54,"6,00",0,0,0,0,0,0,0,,0,1,,1,0,0,,18,
18376,"Peña Biafore, Felipe",VOL,Lanús,$ 3.500.000,,,,1,7,"7,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18377,"Ramírez, Juan",VOL,Lanús,$ 2.500.000,2,9,"4,50",2,9,"4,50",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18378,"Sánchez, Facundo",VOL,Lanús,$ 300.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18379,"Watson, Franco",VOL,Lanús,$ 1.600.000,8,52,"6,50",9,58,"6,44",1,0,1,0,0,1,0,,0,0,,0,0,0,,18,
18380,"Acosta, Lautaro",DEL,Lanús,$ 3.000.000,2,16,"8,00",2,16,"8,00",1,0,1,0,0,0,0,,0,0,,1,0,0,,18,
18381,"Aquino, Dylan",DEL,Lanús,$ 1.300.000,7,33,"4,71",7,33,"4,71",0,0,0,0,0,0,0,,0,0,,3,0,0,,18,
18382,"Bou, Walter",DEL,Lanús,$ 4.800.000,7,58,"8,29",9,63,"7,00",3,3,0,0,0,1,0,,0,1,,2,0,0,,18,
18383,"Cabrera, Bruno",DEL,Lanús,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18384,"Canelo, Alexis",DEL,Lanús,$ 2.400.000,4,25,"6,25",4,25,"6,25",0,0,0,0,0,0,0,,0,1,,1,0,0,,18,
18385,"Castillo, Rodrigo",DEL,Lanús,$ 2.400.000,9,78,"8,67",11,106,"9,64",7,5,2,0,0,4,0,,0,2,,1,1,0,,18,
18386,"De Martis, Thomas",DEL,Lanús,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18387,"Salvio, Eduardo",DEL,Lanús,$ 5.200.000,10,59,"5,90",13,75,"5,77",1,1,0,0,0,1,0,,0,0,,0,0,0,,18,
18388,"Segovia, Alexis",DEL,Lanús,$ 600.000,5,24,"4,80",6,29,"4,83",0,0,0,0,0,0,0,,0,0,,0,0,0,,18,
18389,Estadísticas totales de Lanús:,,,$ 67.800.000,155,992,"6,40",190,1188,"6,25",17,12,5,0,0,8,0,12,0,9,45,28,2,0,0,18,
18390,"Barlasina, Williams",ARQ,Newell's,$ 900.000,2,9,"4,50",4,17,"4,25",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,
18391,"Espínola, Juan",ARQ,Newell's,$ 1.900.000,10,38,"3,80",11,46,"4,18",0,0,0,0,0,0,0,17,0,0,3,2,0,0,0,18,
18392,"Hoyos, Lucas",ARQ,Newell's,$ 3.000.000,,,,,,,,,,,,,,,,,,,,,,18,
18393,"Piotti, Faustino",ARQ,Newell's,$ 300.000,,,,,,,,,,,,,,,,,,,,,,18,
18394,"Calderara, Brian",DEF,Newell's,$ 1.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,0,0,,18,
18395,"Cuesta, Víctor",DEF,Newell's,$ 3.800.000,11,61,"5,55",14,79,"5,64",1,1,0,0,0,0,0,,0,0,3,4,0,0,,18,
18396,"Lollo, Luciano",DEF,Newell's,$ 3.000.000,8,52,"6,50",11,68,"6,18",1,1,0,0,0,0,0,,0,1,3,1,1,0,,18,
18397,"Luciano, Martín",DEF,Newell's,$ 1.900.000,3,17,"5,67",3,17,"5,67",0,0,0,0,0,0,0,,0,0,1,0,0,0,,18,
18398,"Martino, Ángelo",DEF,Newell's,$ 2.900.000,2,9,"4,50",5,26,"5,20",0,0,0,0,0,0,0,,0,0,1,1,0,0,,18,
18399,"Montero, Alejo",DEF,Newell's,$ 1.000.000,11,50,"4,55",13,63,"4,85",0,0,0,0,0,0,0,,0,0,3,3,0,0,,18,
18400,"Mosquera, Jherson",DEF,Newell's,$ 2.000.000,5,31,"6,20",7,41,"5,86",1,0,1,0,0,1,0,,0,0,3,1,0,0,,18,
18401,"Noguera, Fabián",DEF,Newell's,$ 1.500.000,4,16,"4,00",4,16,"4,00",0,0,0,0,0,0,0,,0,0,0,1,0,0,,18,
18402,"Salcedo, Saúl",DEF,Newell's,$ 2.000.000,5,24,"4,80",5,24,"4,80",0,0,0,0,0,0,0,,0,0,3,2,0,0,,18,
18403,"Sosa, Luca",DEF,Newell's,$ 900.000,5,30,"6,00",7,40,"5,71",0,0,0,0,0,0,0,,0,0,2,0,0,0,,18,
18404,"Tabares, Alejo",DEF,Newell's,$ 600.000,3,15,"5,00",3,15,"5,00",0,0,0,0,0,0,0,,0,0,1,1,0,0,,18,
18405,"Acuña, Valentino",VOL,Newell's,$ 500.000,4,20,"5,00",5,25,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
18406,"Banega, Ever",VOL,Newell's,$ 6.200.000,10,45,"4,50",13,83,"6,38",2,1,0,1,0,1,1,,0,1,,3,1,0,,18,
18407,"Fernández, Martín",VOL,Newell's,$ 1.600.000,6,24,"4,00",6,24,"4,00",0,0,0,0,0,0,0,,0,0,,5,0,0,,18,
18408,"Gómez Mattar, Jerónimo",VOL,Newell's,$ 300.000,2,10,"5,00",2,10,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,18,
